0,0,0,1,282
0,0,0,2,50
0,0,0,3,94
0,0,0,4,91
0,0,0,5,150
0,0,1,0,305
0,0,1,1,64
0,0,1,2,133
0,0,1,3,86
0,0,1,4,125
0,0,1,5,68
0,0,2,0,64
0,0,2,1,109
0,0,2,2,47
0,0,2,3,103
0,0,2,4,83
0,0,2,5,24
0,0,2,6,188
0,0,3,0,79
0,0,3,1,127
0,0,3,2,77
0,0,3,3,74
0,0,3,4,60
0,0,3,5,129
0,0,3,6,88
0,0,4,0,87
0,0,4,1,70
0,0,4,2,133
0,0,4,3,69
0,0,4,4,104
0,0,4,5,195
0,0,4,6,104
0,0,5,0,78
0,0,5,1,188
0,0,5,2,48
0,0,5,3,216
0,0,5,4,84
0,0,5,5,85
0,0,5,6,145
0,0,6,0,74
0,0,6,1,119
0,0,6,2,170
0,1,0,2,104
0,1,0,3,44
0,1,0,4,37
0,1,0,5,77
0,1,1,0,0
0,1,1,1,52
0,1,1,2,19
0,1,1,3,31
0,1,1,4,67
0,1,1,5,47
0,1,2,0,73
0,1,2,1,45
0,1,2,2,22
0,1,2,3,41
0,1,2,4,49
0,1,2,5,27
0,1,2,6,88
0,1,3,0,48
0,1,3,1,32
0,1,3,2,47
0,1,3,3,26
0,1,3,4,31
0,1,3,5,59
0,1,3,6,31
0,1,4,0,28
0,1,4,1,26
0,1,4,2,55
0,1,4,3,35
0,1,4,4,45
0,1,4,5,67
0,1,4,6,29
0,1,5,0,25
0,1,5,1,81
0,1,5,2,21
0,1,5,3,78
0,1,5,4,63
0,1,5,5,47
0,1,5,6,81
0,1,6,0,64
0,1,6,1,34
0,1,6,2,77
0,2,0,3,172
0,2,0,4,68
0,2,0,5,33
0,2,1,0,85
0,2,1,1,76
0,2,1,2,70
0,2,1,3,15
0,2,1,4,136
0,2,1,5,47
0,2,2,0,17
0,2,2,1,24
0,2,2,2,39
0,2,2,3,57
0,2,2,4,32
0,2,2,5,16
0,2,2,6,86
0,2,3,0,66
0,2,3,1,71
0,2,3,2,27
0,2,3,3,40
0,2,3,4,40
0,2,3,5,53
0,2,3,6,44
0,2,4,0,39
0,2,4,1,30
0,2,4,2,60
0,2,4,3,22
0,2,4,4,52
0,2,4,5,61
0,2,4,6,29
0,2,5,0,29
0,2,5,1,92
0,2,5,2,24
0,2,5,3,61
0,2,5,4,72
0,2,5,5,49
0,2,5,6,80
0,2,6,0,49
0,2,6,1,18
0,2,6,2,107
0,3,0,4,122
0,3,0,5,51
0,3,1,0,40
0,3,1,1,117
0,3,1,2,29
0,3,1,3,148
0,3,1,4,118
0,3,1,5,43
0,3,2,0,55
0,3,2,1,49
0,3,2,2,78
0,3,2,3,56
0,3,2,4,63
0,3,2,5,8
0,3,2,6,104
0,3,3,0,111
0,3,3,1,52
0,3,3,2,88
0,3,3,3,68
0,3,3,4,47
0,3,3,5,63
0,3,3,6,62
0,3,4,0,59
0,3,4,1,61
0,3,4,2,62
0,3,4,3,41
0,3,4,4,52
0,3,4,5,123
0,3,4,6,76
0,3,5,0,49
0,3,5,1,145
0,3,5,2,26
0,3,5,3,116
0,3,5,4,81
0,3,5,5,68
0,3,5,6,140
0,3,6,0,84
0,3,6,1,52
0,3,6,2,183
0,4,0,5,241
0,4,1,0,39
0,4,1,1,53
0,4,1,2,40
0,4,1,3,18
0,4,1,4,28
0,4,1,5,0
0,4,2,0,57
0,4,2,1,62
0,4,2,2,32
0,4,2,3,47
0,4,2,4,56
0,4,2,5,23
0,4,2,6,116
0,4,3,0,42
0,4,3,1,33
0,4,3,2,48
0,4,3,3,51
0,4,3,4,23
0,4,3,5,77
0,4,3,6,53
0,4,4,0,56
0,4,4,1,43
0,4,4,2,67
0,4,4,3,36
0,4,4,4,46
0,4,4,5,62
0,4,4,6,36
0,4,5,0,16
0,4,5,1,87
0,4,5,2,14
0,4,5,3,101
0,4,5,4,53
0,4,5,5,47
0,4,5,6,130
0,4,6,0,66
0,4,6,1,79
0,4,6,2,87
0,5,1,0,81
0,5,1,1,128
0,5,1,2,49
0,5,1,3,90
0,5,1,4,36
0,5,1,5,290
0,5,2,0,56
0,5,2,1,49
0,5,2,2,54
0,5,2,3,48
0,5,2,4,50
0,5,2,5,24
0,5,2,6,191
0,5,3,0,85
0,5,3,1,52
0,5,3,2,44
0,5,3,3,78
0,5,3,4,45
0,5,3,5,44
0,5,3,6,61
0,5,4,0,57
0,5,4,1,38
0,5,4,2,75
0,5,4,3,42
0,5,4,4,86
0,5,4,5,114
0,5,4,6,57
0,5,5,0,35
0,5,5,1,102
0,5,5,2,31
0,5,5,3,150
0,5,5,4,73
0,5,5,5,73
0,5,5,6,163
0,5,6,0,57
0,5,6,1,39
0,5,6,2,139
1,0,1,1,55
1,0,1,2,67
1,0,1,3,49
1,0,1,4,66
1,0,1,5,49
1,0,2,0,99
1,0,2,1,19
1,0,2,2,27
1,0,2,3,70
1,0,2,4,34
1,0,2,5,12
1,0,2,6,125
1,0,3,0,63
1,0,3,1,72
1,0,3,2,40
1,0,3,3,43
1,0,3,4,37
1,0,3,5,70
1,0,3,6,48
1,0,4,0,28
1,0,4,1,40
1,0,4,2,109
1,0,4,3,43
1,0,4,4,61
1,0,4,5,108
1,0,4,6,52
1,0,5,0,24
1,0,5,1,78
1,0,5,2,22
1,0,5,3,97
1,0,5,4,38
1,0,5,5,68
1,0,5,6,133
1,0,6,0,42
1,0,6,1,51
1,0,6,2,82
1,1,1,2,80
